Date,Site ID,POC,Daily Max CO Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,Method Description,CBSA Code,CBSA Name,Site Latitude,Site Longitude,Dominant Source,Elevation (m),Measurement Scale,Measurement Scale Definition,Monitor Type,Monitoring Agency,Monitoring Objective,NAAQS Primary Monitor?,Networks,Probe Height (m),QA Primary Monitor?
2023-01-02,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-03,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-04,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-05,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-06,010731003,1,0.5,Parts per million,6,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-07,010731003,1,0.8,Parts per million,9,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-08,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-09,010731003,1,0.4,Parts per million,5,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-10,010731003,1,0.7,Parts per million,8,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-11,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-12,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-13,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-14,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-15,010731003,1,0.4,Parts per million,5,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-16,010731003,1,0.6,Parts per million,7,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-17,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-18,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-19,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-20,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-21,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-22,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-23,010731003,1,0.4,Parts per million,5,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-24,010731003,1,0.5,Parts per million,6,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-25,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-26,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-27,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-28,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-29,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-30,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-01-31,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-01,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-02,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-03,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-04,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-05,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-06,010731003,1,0.8,Parts per million,9,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-07,010731003,1,0.4,Parts per million,5,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-08,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-09,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-10,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-11,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-12,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-13,010731003,1,0.4,Parts per million,5,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-14,010731003,1,0.5,Parts per million,6,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-15,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-16,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-17,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-18,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-19,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-20,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-21,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-22,010731003,1,0,Parts per million,0,Fairfield,17,71,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-23,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-24,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-25,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-26,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-27,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-02-28,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-01,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-02,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-03,010731003,1,0,Parts per million,0,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-04,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-05,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-06,010731003,1,0.6,Parts per million,7,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-07,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-08,010731003,1,0.2,Parts per million,2,Fairfield,18,75,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-09,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-10,010731003,1,0.3,Parts per million,3,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-11,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-12,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-13,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-14,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-15,010731003,1,0.5,Parts per million,6,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-16,010731003,1,0.6,Parts per million,7,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-17,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-18,010731003,1,0.1,Parts per million,1,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-19,010731003,1,0.2,Parts per million,2,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
2023-03-20,010731003,1,0.4,Parts per million,5,Fairfield,24,100,42101,Carbon monoxide,093,INSTRUMENTAL - GAS FILTER CORRELATION CO ANALYZER,13820,"Birmingham-Hoover, AL",33.485556,-86.915,MOBILE,180,NEIGHBORHOOD,500 M TO 4KM,,"Jefferson County, AL  Department Of Health",POPULATION EXPOSURE,,,4,
